transaction_id,user_id,merchant,description,amount,category,transaction_type,payment_method,account_type,transaction_date,currency,location,recurring
TXN805018,USR30891,Apollo Hospital,Emergency hospitalization - medical treatment,19582.21,Healthcare,expense,Credit Card,Credit Card,2032-08-16,INR,Bengaluru,No
TXN805019,USR30891,Ola Cabs,Ride / fuel expense,479.13,Transportation,expense,UPI,Savings Account,2032-08-18,INR,Bengaluru,No
TXN805020,USR30891,Tata 1mg,Pharmacy / clinic payment,643.5,Healthcare,expense,Debit Card,Savings Account,2032-08-19,INR,Bengaluru,No
TXN805021,USR30891,Side Business Sales Revenue,Business sales revenue received,3608.91,Business,income,Net Banking,Savings Account,2032-08-20,INR,Bengaluru,No
TXN805022,USR30891,GST Payment - Freelance,Advance tax / GST payment,1351.98,Tax,expense,Net Banking,Savings Account,2032-08-20,INR,Bengaluru,Yes
TXN805023,USR30891,Myntra,Online/offline shopping purchase,2459.38,Shopping,expense,Debit Card,Savings Account,2032-08-20,INR,Bengaluru,No
TXN805024,USR30891,Local Kirana Store,Grocery purchase,937.62,Groceries,expense,UPI,Savings Account,2032-08-22,INR,Bengaluru,No
TXN805025,USR30891,DMart,Grocery purchase,780.9,Groceries,expense,Debit Card,Savings Account,2032-08-23,INR,Bengaluru,No
TXN805026,USR30891,Myntra,Online/offline shopping purchase,2074.43,Shopping,expense,UPI,Savings Account,2032-08-24,INR,Bengaluru,No
TXN805027,USR30891,Local ATM Withdrawal,Miscellaneous expense,601.1,Other,expense,Cash,Savings Account,2032-08-24,INR,Bengaluru,No
TXN805028,USR30891,IRCTC,Travel booking,2588.3,Travel,expense,Credit Card,Credit Card,2032-08-24,INR,Bengaluru,No
TXN805029,USR30891,Local ATM Withdrawal,Miscellaneous expense,286.17,Other,expense,UPI,Savings Account,2032-08-25,INR,Bengaluru,No
TXN805030,USR30891,Udemy,Online course payment,638.03,Education,expense,Credit Card,Credit Card,2032-08-28,INR,Bengaluru,No
TXN805031,USR30891,Goa Beach Resort Booking,Travel booking,3255.25,Travel,expense,Net Banking,Savings Account,2032-08-29,INR,Bengaluru,No
TXN805032,USR30891,Namma Metro,Ride / fuel expense,1282.01,Transportation,expense,UPI,Savings Account,2032-08-30,INR,Bengaluru,No
TXN806001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,108000,Salary,income,Net Banking,Savings Account,2032-09-01,INR,Bengaluru,Yes
TXN806002,USR30891,BookMyShow,Entertainment purchase,381.51,Entertainment,expense,Credit Card,Credit Card,2032-09-01,INR,Bengaluru,No
TXN806003,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2032-09-02,INR,Bengaluru,Yes
TXN806004,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2032-09-02,INR,Bengaluru,Yes
TXN806005,USR30891,Local ATM Withdrawal,Miscellaneous expense,704.39,Other,expense,UPI,Savings Account,2032-09-02,INR,Bengaluru,No
TXN806006,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2032-09-03,INR,Bengaluru,Yes
TXN806007,USR30891,Flipkart,Online/offline shopping purchase,1482.39,Shopping,expense,Debit Card,Savings Account,2032-09-03,INR,Bengaluru,No
TXN806008,USR30891,Coursera Subscription,Online course payment,597.56,Education,expense,Credit Card,Credit Card,2032-09-03,INR,Bengaluru,No
TXN806009,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2032-09-04,INR,Bengaluru,Yes
TXN806010,USR30891,BESCOM Electricity,Electricity bill payment,1082.87,Utilities,expense,UPI,Savings Account,2032-09-05,INR,Bengaluru,Yes
TXN806011,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2032-09-06,INR,Bengaluru,Yes
TXN806012,USR30891,BWSSB Water Bill,Water bill payment,358.16,Utilities,expense,Net Banking,Savings Account,2032-09-07,INR,Bengaluru,Yes
TXN806013,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2032-09-08,INR,Bengaluru,Yes
TXN806014,USR30891,Coursera Subscription,Online course payment,1665.11,Education,expense,Credit Card,Credit Card,2032-09-08,INR,Bengaluru,No
TXN806015,USR30891,Manipal Diagnostic Lab,Pharmacy / clinic payment,982.04,Healthcare,expense,Cash,Savings Account,2032-09-09,INR,Bengaluru,No
TXN806016,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2032-09-10,INR,Bengaluru,Yes
TXN806017,USR30891,Rapido,Ride / fuel expense,452.93,Transportation,expense,UPI,Savings Account,2032-09-11,INR,Bengaluru,No
TXN806018,USR30891,Domino's Pizza,Food order / dining,583.69,Food & Dining,expense,Credit Card,Credit Card,2032-09-11,INR,Bengaluru,No
TXN806019,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2032-09-12,INR,Bengaluru,Yes
TXN806020,USR30891,Apollo Pharmacy,Pharmacy / clinic payment,1080.35,Healthcare,expense,Debit Card,Savings Account,2032-09-12,INR,Bengaluru,No
TXN806021,USR30891,Coin DCX Staking Reward,Crypto staking reward credited,532.92,Crypto Staking Yield,income,UPI,Savings Account,2032-09-13,INR,Bengaluru,Yes
TXN806022,USR30891,BigBasket,Grocery purchase,874.7,Groceries,expense,Debit Card,Savings Account,2032-09-13,INR,Bengaluru,No
TXN806023,USR30891,Coursera Subscription,Online course payment,1021.96,Education,expense,Credit Card,Credit Card,2032-09-14,INR,Bengaluru,No
TXN806024,USR30891,Ola Cabs,Ride / fuel expense,917.05,Transportation,expense,UPI,Savings Account,2032-09-14,INR,Bengaluru,No
TXN806025,USR30891,Udemy,Online course payment,1391.14,Education,expense,Credit Card,Credit Card,2032-09-14,INR,Bengaluru,No
TXN806026,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2032-09-15,INR,Bengaluru,Yes
TXN806027,USR30891,Zerodha - Dividend Payout,Investment payout received,2450.07,Investments,income,Net Banking,Savings Account,2032-09-16,INR,Bengaluru,No
TXN806028,USR30891,Fiverr Freelance Order,Freelance project payment received,5600.34,Freelancing,income,Net Banking,Savings Account,2032-09-18,INR,Bengaluru,No
TXN806029,USR30891,GST Payment - Freelance,Advance tax / GST payment,1234.93,Tax,expense,Net Banking,Savings Account,2032-09-20,INR,Bengaluru,Yes
TXN806030,USR30891,BigBasket,Grocery purchase,2638.93,Groceries,expense,Debit Card,Savings Account,2032-09-20,INR,Bengaluru,No
TXN806031,USR30891,Manipal Diagnostic Lab,Pharmacy / clinic payment,1032.73,Healthcare,expense,Debit Card,Savings Account,2032-09-21,INR,Bengaluru,No
TXN806032,USR30891,Local Gaming Cafe,Entertainment purchase,593.94,Entertainment,expense,UPI,Savings Account,2032-09-26,INR,Bengaluru,No
TXN806033,USR30891,Manipal Diagnostic Lab,Pharmacy / clinic payment,1428.07,Healthcare,expense,Debit Card,Savings Account,2032-09-27,INR,Bengaluru,No
TXN806034,USR30891,Local ATM Withdrawal,Miscellaneous expense,664.72,Other,expense,Cash,Savings Account,2032-09-27,INR,Bengaluru,No
TXN807001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,108000,Salary,income,Net Banking,Savings Account,2032-10-01,INR,Bengaluru,Yes
TXN807002,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2032-10-02,INR,Bengaluru,Yes
TXN807003,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2032-10-02,INR,Bengaluru,Yes
TXN807004,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2032-10-03,INR,Bengaluru,Yes
TXN807005,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2032-10-04,INR,Bengaluru,Yes
TXN807006,USR30891,BESCOM Electricity,Electricity bill payment,1554.61,Utilities,expense,UPI,Savings Account,2032-10-05,INR,Bengaluru,Yes
TXN807007,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2032-10-06,INR,Bengaluru,Yes
TXN807008,USR30891,BWSSB Water Bill,Water bill payment,348.21,Utilities,expense,Net Banking,Savings Account,2032-10-07,INR,Bengaluru,Yes
TXN807009,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2032-10-08,INR,Bengaluru,Yes
TXN807010,USR30891,Local Kirana Store,Grocery purchase,567.96,Groceries,expense,Debit Card,Savings Account,2032-10-08,INR,Bengaluru,No
TXN807011,USR30891,BookMyShow,Entertainment purchase,215.28,Entertainment,expense,Credit Card,Credit Card,2032-10-08,INR,Bengaluru,No
TXN807012,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2032-10-10,INR,Bengaluru,Yes
TXN807013,USR30891,Ola Cabs,Ride / fuel expense,1118.35,Transportation,expense,Cash,Savings Account,2032-10-10,INR,Bengaluru,No
TXN807014,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2032-10-12,INR,Bengaluru,Yes
TXN807015,USR30891,Amazon.in,Online/offline shopping purchase,2576.05,Shopping,expense,Debit Card,Savings Account,2032-10-13,INR,Bengaluru,No
TXN807016,USR30891,Local ATM Withdrawal,Miscellaneous expense,131.63,Other,expense,UPI,Savings Account,2032-10-13,INR,Bengaluru,No
TXN807017,USR30891,More Supermarket,Grocery purchase,837.63,Groceries,expense,UPI,Savings Account,2032-10-14,INR,Bengaluru,No
TXN807018,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2032-10-15,INR,Bengaluru,Yes
TXN807019,USR30891,Zomato,Food order / dining,697.71,Food & Dining,expense,Cash,Savings Account,2032-10-17,INR,Bengaluru,No
TXN807020,USR30891,Fiverr Freelance Order,Freelance project payment received,8976.02,Freelancing,income,UPI,Savings Account,2032-10-19,INR,Bengaluru,No
TXN807021,USR30891,Flipkart,Online/offline shopping purchase,2046.35,Shopping,expense,UPI,Savings Account,2032-10-19,INR,Bengaluru,No
TXN807022,USR30891,GST Payment - Freelance,Advance tax / GST payment,1214.64,Tax,expense,Net Banking,Savings Account,2032-10-20,INR,Bengaluru,Yes
TXN807023,USR30891,Phoenix Mall,Festival season shopping - Diwali,5227.09,Shopping,expense,Credit Card,Credit Card,2032-10-22,INR,Bengaluru,No
TXN807024,USR30891,Local Restaurant,Food order / dining,771.19,Food & Dining,expense,Credit Card,Credit Card,2032-10-23,INR,Bengaluru,No
TXN807025,USR30891,Manipal Diagnostic Lab,Pharmacy / clinic payment,378.54,Healthcare,expense,Debit Card,Savings Account,2032-10-23,INR,Bengaluru,No
TXN807026,USR30891,Amazon.in,Festival gifts and decor purchase,2436.92,Shopping,expense,UPI,Savings Account,2032-10-24,INR,Bengaluru,No
TXN807027,USR30891,Flipkart,Online/offline shopping purchase,2259.75,Shopping,expense,UPI,Savings Account,2032-10-24,INR,Bengaluru,No
TXN807028,USR30891,Uber,Ride / fuel expense,1111.95,Transportation,expense,Cash,Savings Account,2032-10-27,INR,Bengaluru,No
TXN807029,USR30891,Local Kirana Store,Grocery purchase,2747.74,Groceries,expense,UPI,Savings Account,2032-10-28,INR,Bengaluru,No
TXN807030,USR30891,HP Petrol Pump,Ride / fuel expense,961.05,Transportation,expense,Credit Card,Credit Card,2032-10-28,INR,Bengaluru,No
TXN807031,USR30891,Ola Cabs,Ride / fuel expense,594.24,Transportation,expense,Credit Card,Credit Card,2032-10-29,INR,Bengaluru,No
TXN807032,USR30891,Swiggy,Food order / dining,471.13,Food & Dining,expense,UPI,Savings Account,2032-10-30,INR,Bengaluru,No
TXN807033,USR30891,Udemy,Online course payment,1327.02,Education,expense,Credit Card,Credit Card,2032-10-30,INR,Bengaluru,No
TXN807034,USR30891,HP Petrol Pump,Ride / fuel expense,410.67,Transportation,expense,Credit Card,Credit Card,2032-10-31,INR,Bengaluru,No
TXN808001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,108000,Salary,income,Net Banking,Savings Account,2032-11-01,INR,Bengaluru,Yes
TXN808002,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2032-11-02,INR,Bengaluru,Yes
TXN808003,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2032-11-02,INR,Bengaluru,Yes
TXN808004,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2032-11-03,INR,Bengaluru,Yes
TXN808005,USR30891,Domino's Pizza,Food order / dining,681.27,Food & Dining,expense,Cash,Savings Account,2032-11-03,INR,Bengaluru,No
TXN808006,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2032-11-04,INR,Bengaluru,Yes
TXN808007,USR30891,BESCOM Electricity,Electricity bill payment,913.52,Utilities,expense,UPI,Savings Account,2032-11-05,INR,Bengaluru,Yes
TXN808008,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2032-11-06,INR,Bengaluru,Yes
TXN808009,USR30891,BWSSB Water Bill,Water bill payment,334.89,Utilities,expense,Net Banking,Savings Account,2032-11-07,INR,Bengaluru,Yes
TXN808010,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2032-11-08,INR,Bengaluru,Yes
TXN808011,USR30891,Manipal Diagnostic Lab,Pharmacy / clinic payment,239.93,Healthcare,expense,Cash,Savings Account,2032-11-08,INR,Bengaluru,No
TXN808012,USR30891,Flipkart,Online/offline shopping purchase,706.48,Shopping,expense,Debit Card,Savings Account,2032-11-09,INR,Bengaluru,No
TXN808013,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2032-11-10,INR,Bengaluru,Yes
TXN808014,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2032-11-12,INR,Bengaluru,Yes
TXN808015,USR30891,DMart,Grocery purchase,659.38,Groceries,expense,Debit Card,Savings Account,2032-11-12,INR,Bengaluru,No
TXN808016,USR30891,Rapido,Ride / fuel expense,1467.62,Transportation,expense,Credit Card,Credit Card,2032-11-13,INR,Bengaluru,No
TXN808017,USR30891,Upwork Client Payment,Freelance project payment received,10953.2,Freelancing,income,Net Banking,Savings Account,2032-11-14,INR,Bengaluru,No
TXN808018,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2032-11-15,INR,Bengaluru,Yes
TXN808019,USR30891,Courier - Delhivery,Miscellaneous expense,724.26,Other,expense,Cash,Savings Account,2032-11-15,INR,Bengaluru,No
TXN808020,USR30891,BookMyShow,Entertainment purchase,487.63,Entertainment,expense,UPI,Savings Account,2032-11-15,INR,Bengaluru,No
TXN808021,USR30891,Great Learning Course,Online course payment,677.66,Education,expense,Credit Card,Credit Card,2032-11-16,INR,Bengaluru,No
TXN808022,USR30891,Etsy Shop Payout,Business sales revenue received,6464.51,Business,income,Net Banking,Savings Account,2032-11-17,INR,Bengaluru,No
TXN808023,USR30891,HP Petrol Pump,Ride / fuel expense,1430.81,Transportation,expense,Credit Card,Credit Card,2032-11-19,INR,Bengaluru,No
TXN808024,USR30891,IRCTC,Travel booking,3073.81,Travel,expense,Credit Card,Credit Card,2032-11-19,INR,Bengaluru,No
TXN808025,USR30891,GST Payment - Freelance,Advance tax / GST payment,1174.62,Tax,expense,Net Banking,Savings Account,2032-11-20,INR,Bengaluru,Yes
TXN808026,USR30891,BookMyShow,Entertainment purchase,829.36,Entertainment,expense,Credit Card,Credit Card,2032-11-20,INR,Bengaluru,No
TXN808027,USR30891,Phoenix Mall,Festival season shopping - Diwali,6334.06,Shopping,expense,Credit Card,Credit Card,2032-11-22,INR,Bengaluru,No
TXN808028,USR30891,Manipal Diagnostic Lab,Pharmacy / clinic payment,901.25,Healthcare,expense,Cash,Savings Account,2032-11-22,INR,Bengaluru,No
TXN808029,USR30891,Udemy,Online course payment,2346.95,Education,expense,Credit Card,Credit Card,2032-11-23,INR,Bengaluru,No
TXN808030,USR30891,Rapido,Ride / fuel expense,1329.65,Transportation,expense,Credit Card,Credit Card,2032-11-23,INR,Bengaluru,No
TXN808031,USR30891,Amazon.in,Festival gifts and decor purchase,2750.59,Shopping,expense,UPI,Savings Account,2032-11-24,INR,Bengaluru,No
TXN808032,USR30891,Stationery Shop,Miscellaneous expense,894.9,Other,expense,UPI,Savings Account,2032-11-24,INR,Bengaluru,No
TXN808033,USR30891,BookMyShow,Entertainment purchase,668.3,Entertainment,expense,Credit Card,Credit Card,2032-11-24,INR,Bengaluru,No
TXN808034,USR30891,Coursera Subscription,Online course payment,2463.09,Education,expense,Credit Card,Credit Card,2032-11-24,INR,Bengaluru,No
TXN808035,USR30891,Goa Beach Resort Booking,Travel booking,2338.0,Travel,expense,Net Banking,Savings Account,2032-11-26,INR,Bengaluru,No
TXN809001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,108000,Salary,income,Net Banking,Savings Account,2032-12-01,INR,Bengaluru,Yes
TXN809002,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2032-12-02,INR,Bengaluru,Yes
TXN809003,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2032-12-02,INR,Bengaluru,Yes
TXN809004,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2032-12-03,INR,Bengaluru,Yes
TXN809005,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2032-12-04,INR,Bengaluru,Yes
TXN809006,USR30891,BESCOM Electricity,Electricity bill payment,1122.11,Utilities,expense,UPI,Savings Account,2032-12-05,INR,Bengaluru,Yes
TXN809007,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2032-12-06,INR,Bengaluru,Yes
TXN809008,USR30891,BWSSB Water Bill,Water bill payment,319.75,Utilities,expense,Net Banking,Savings Account,2032-12-07,INR,Bengaluru,Yes
TXN809009,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2032-12-08,INR,Bengaluru,Yes
TXN809010,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2032-12-10,INR,Bengaluru,Yes
TXN809011,USR30891,Grand Palace Banquet Hall,Wedding venue booking advance payment,36717.36,Other,expense,Net Banking,Savings Account,2032-12-10,INR,Bengaluru,No
TXN809012,USR30891,Namma Metro,Ride / fuel expense,74.82,Transportation,expense,Credit Card,Credit Card,2032-12-10,INR,Bengaluru,No
TXN809013,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2032-12-12,INR,Bengaluru,Yes
TXN809014,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2032-12-15,INR,Bengaluru,Yes
TXN809015,USR30891,Tanishq Jewellers,Wedding jewellery purchase,28409.41,Shopping,expense,Credit Card,Credit Card,2032-12-15,INR,Bengaluru,No
TXN809016,USR30891,GST Payment - Freelance,Advance tax / GST payment,1828.0,Tax,expense,Net Banking,Savings Account,2032-12-20,INR,Bengaluru,Yes
TXN809017,USR30891,DMart,Grocery purchase,1392.72,Groceries,expense,Cash,Savings Account,2032-12-24,INR,Bengaluru,No
TXN809018,USR30891,Royal Caterers,Wedding catering advance payment,12473.35,Other,expense,Net Banking,Savings Account,2032-12-26,INR,Bengaluru,No
TXN809019,USR30891,DMart,Grocery purchase,1507.82,Groceries,expense,UPI,Savings Account,2032-12-30,INR,Bengaluru,No
TXN810001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,108000,Salary,income,Net Banking,Savings Account,2033-01-01,INR,Bengaluru,Yes
TXN810002,USR30891,BookMyShow,Entertainment purchase,700.79,Entertainment,expense,Credit Card,Credit Card,2033-01-01,INR,Bengaluru,No
TXN810003,USR30891,Namma Metro,Ride / fuel expense,327.34,Transportation,expense,UPI,Savings Account,2033-01-01,INR,Bengaluru,No
TXN810004,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2033-01-02,INR,Bengaluru,Yes
TXN810005,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2033-01-02,INR,Bengaluru,Yes
TXN810006,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2033-01-03,INR,Bengaluru,Yes
TXN810007,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2033-01-04,INR,Bengaluru,Yes
TXN810008,USR30891,Coursera Subscription,Online course payment,1962.21,Education,expense,Credit Card,Credit Card,2033-01-04,INR,Bengaluru,No
TXN810009,USR30891,BESCOM Electricity,Electricity bill payment,1434.69,Utilities,expense,UPI,Savings Account,2033-01-05,INR,Bengaluru,Yes
TXN810010,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2033-01-06,INR,Bengaluru,Yes
TXN810011,USR30891,BWSSB Water Bill,Water bill payment,417.84,Utilities,expense,Net Banking,Savings Account,2033-01-07,INR,Bengaluru,Yes
TXN810012,USR30891,Coursera Subscription,Online course payment,1238.72,Education,expense,Credit Card,Credit Card,2033-01-07,INR,Bengaluru,No
TXN810013,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2033-01-08,INR,Bengaluru,Yes
TXN810014,USR30891,OYO Rooms,Travel booking,897.56,Travel,expense,Credit Card,Credit Card,2033-01-09,INR,Bengaluru,No
TXN810015,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2033-01-10,INR,Bengaluru,Yes
TXN810016,USR30891,Coin DCX Staking Reward,Crypto staking reward credited,849.43,Crypto Staking Yield,income,UPI,Savings Account,2033-01-12,INR,Bengaluru,Yes
TXN810017,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2033-01-12,INR,Bengaluru,Yes
TXN810018,USR30891,Flipkart,Online/offline shopping purchase,2770.12,Shopping,expense,UPI,Savings Account,2033-01-12,INR,Bengaluru,No
TXN810019,USR30891,Local ATM Withdrawal,Miscellaneous expense,801.99,Other,expense,Cash,Savings Account,2033-01-12,INR,Bengaluru,No
TXN810020,USR30891,Fiverr Freelance Order,Freelance project payment received,8623.14,Freelancing,income,UPI,Savings Account,2033-01-13,INR,Bengaluru,No
TXN810021,USR30891,Phoenix Mall,Online/offline shopping purchase,1527.23,Shopping,expense,Debit Card,Savings Account,2033-01-13,INR,Bengaluru,No
TXN810022,USR30891,More Supermarket,Grocery purchase,1745.75,Groceries,expense,UPI,Savings Account,2033-01-14,INR,Bengaluru,No
TXN810023,USR30891,DMart,Grocery purchase,2306.73,Groceries,expense,UPI,Savings Account,2033-01-14,INR,Bengaluru,No
TXN810024,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2033-01-15,INR,Bengaluru,Yes
TXN810025,USR30891,Manipal Diagnostic Lab,Pharmacy / clinic payment,804.93,Healthcare,expense,UPI,Savings Account,2033-01-17,INR,Bengaluru,No
TXN810026,USR30891,GST Payment - Freelance,Advance tax / GST payment,1645.38,Tax,expense,Net Banking,Savings Account,2033-01-20,INR,Bengaluru,Yes
TXN810027,USR30891,BookMyShow,Entertainment purchase,878.3,Entertainment,expense,Credit Card,Credit Card,2033-01-20,INR,Bengaluru,No
TXN810028,USR30891,Mutual Fund Redemption Gain,Investment payout received,3359.76,Investments,income,Net Banking,Savings Account,2033-01-21,INR,Bengaluru,No
TXN810029,USR30891,Apollo Pharmacy,Pharmacy / clinic payment,429.88,Healthcare,expense,UPI,Savings Account,2033-01-21,INR,Bengaluru,No
TXN810030,USR30891,More Supermarket,Grocery purchase,662.92,Groceries,expense,Cash,Savings Account,2033-01-24,INR,Bengaluru,No
TXN810031,USR30891,Local ATM Withdrawal,Miscellaneous expense,226.09,Other,expense,UPI,Savings Account,2033-01-25,INR,Bengaluru,No
TXN810032,USR30891,Tata 1mg,Pharmacy / clinic payment,1367.62,Healthcare,expense,UPI,Savings Account,2033-01-27,INR,Bengaluru,No
TXN810033,USR30891,PVR Cinemas,Entertainment purchase,470.01,Entertainment,expense,UPI,Savings Account,2033-01-28,INR,Bengaluru,No
TXN810034,USR30891,MakeMyTrip,Travel booking,1027.45,Travel,expense,Credit Card,Credit Card,2033-01-30,INR,Bengaluru,No
TXN811001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,108000,Salary,income,Net Banking,Savings Account,2033-02-01,INR,Bengaluru,Yes
TXN811002,USR30891,Apollo Pharmacy,Pharmacy / clinic payment,1488.55,Healthcare,expense,Cash,Savings Account,2033-02-01,INR,Bengaluru,No
TXN811003,USR30891,Local Gaming Cafe,Entertainment purchase,691.94,Entertainment,expense,UPI,Savings Account,2033-02-01,INR,Bengaluru,No
TXN811004,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2033-02-02,INR,Bengaluru,Yes
TXN811005,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2033-02-02,INR,Bengaluru,Yes
TXN811006,USR30891,Udemy,Online course payment,1801.89,Education,expense,Credit Card,Credit Card,2033-02-02,INR,Bengaluru,No
TXN811007,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2033-02-03,INR,Bengaluru,Yes
TXN811008,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2033-02-04,INR,Bengaluru,Yes
TXN811009,USR30891,BESCOM Electricity,Electricity bill payment,1554.02,Utilities,expense,UPI,Savings Account,2033-02-05,INR,Bengaluru,Yes
TXN811010,USR30891,Great Learning Course,Online course payment,1642.34,Education,expense,Credit Card,Credit Card,2033-02-05,INR,Bengaluru,No
TXN811011,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2033-02-06,INR,Bengaluru,Yes
TXN811012,USR30891,BWSSB Water Bill,Water bill payment,325.21,Utilities,expense,Net Banking,Savings Account,2033-02-07,INR,Bengaluru,Yes
TXN811013,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2033-02-08,INR,Bengaluru,Yes
TXN811014,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2033-02-10,INR,Bengaluru,Yes
TXN811015,USR30891,Upwork Client Payment,Freelance project payment received,4874.97,Freelancing,income,UPI,Savings Account,2033-02-11,INR,Bengaluru,No
TXN811016,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2033-02-12,INR,Bengaluru,Yes
TXN811017,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2033-02-15,INR,Bengaluru,Yes
TXN811018,USR30891,Local ATM Withdrawal,Miscellaneous expense,730.52,Other,expense,UPI,Savings Account,2033-02-15,INR,Bengaluru,No
