transaction_id,user_id,merchant,description,amount,category,transaction_type,payment_method,account_type,transaction_date,currency,location,recurring
TXN905030,USR30891,Local Gaming Cafe,Entertainment purchase,513.08,Entertainment,expense,Credit Card,Credit Card,2033-12-27,INR,Bengaluru,No
TXN905031,USR30891,Uber,Ride / fuel expense,636.38,Transportation,expense,Cash,Savings Account,2033-12-29,INR,Bengaluru,No
TXN906001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,112000,Salary,income,Net Banking,Savings Account,2034-01-01,INR,Bengaluru,Yes
TXN906002,USR30891,DMart,Grocery purchase,713.41,Groceries,expense,UPI,Savings Account,2034-01-01,INR,Bengaluru,No
TXN906003,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2034-01-02,INR,Bengaluru,Yes
TXN906004,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2034-01-02,INR,Bengaluru,Yes
TXN906005,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2034-01-03,INR,Bengaluru,Yes
TXN906006,USR30891,MakeMyTrip,Travel booking,3011.7,Travel,expense,Credit Card,Credit Card,2034-01-03,INR,Bengaluru,No
TXN906007,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2034-01-04,INR,Bengaluru,Yes
TXN906008,USR30891,DMart,Grocery purchase,322.32,Groceries,expense,Debit Card,Savings Account,2034-01-04,INR,Bengaluru,No
TXN906009,USR30891,Udemy,Online course payment,1940.29,Education,expense,Credit Card,Credit Card,2034-01-04,INR,Bengaluru,No
TXN906010,USR30891,Tata 1mg,Pharmacy / clinic payment,1277.03,Healthcare,expense,Cash,Savings Account,2034-01-04,INR,Bengaluru,No
TXN906011,USR30891,BESCOM Electricity,Electricity bill payment,1363.67,Utilities,expense,UPI,Savings Account,2034-01-05,INR,Bengaluru,Yes
TXN906012,USR30891,Local ATM Withdrawal,Miscellaneous expense,518.74,Other,expense,UPI,Savings Account,2034-01-05,INR,Bengaluru,No
TXN906013,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2034-01-06,INR,Bengaluru,Yes
TXN906014,USR30891,BWSSB Water Bill,Water bill payment,394.38,Utilities,expense,Net Banking,Savings Account,2034-01-07,INR,Bengaluru,Yes
TXN906015,USR30891,HP Petrol Pump,Ride / fuel expense,857.29,Transportation,expense,Cash,Savings Account,2034-01-07,INR,Bengaluru,No
TXN906016,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2034-01-08,INR,Bengaluru,Yes
TXN906017,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2034-01-10,INR,Bengaluru,Yes
TXN906018,USR30891,Myntra,Online/offline shopping purchase,2848.84,Shopping,expense,UPI,Savings Account,2034-01-10,INR,Bengaluru,No
TXN906019,USR30891,Fiverr Freelance Order,Freelance project payment received,6059.53,Freelancing,income,UPI,Savings Account,2034-01-12,INR,Bengaluru,No
TXN906020,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2034-01-12,INR,Bengaluru,Yes
TXN906021,USR30891,Courier - Delhivery,Miscellaneous expense,397.39,Other,expense,UPI,Savings Account,2034-01-12,INR,Bengaluru,No
TXN906022,USR30891,Amazon.in,Online/offline shopping purchase,1116.18,Shopping,expense,UPI,Savings Account,2034-01-13,INR,Bengaluru,No
TXN906023,USR30891,PVR Cinemas,Entertainment purchase,592.7,Entertainment,expense,UPI,Savings Account,2034-01-14,INR,Bengaluru,No
TXN906024,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2034-01-15,INR,Bengaluru,Yes
TXN906025,USR30891,Mutual Fund Redemption Gain,Investment payout received,2652.43,Investments,income,Net Banking,Savings Account,2034-01-16,INR,Bengaluru,No
TXN906026,USR30891,Etsy Shop Payout,Business sales revenue received,3003.88,Business,income,Net Banking,Savings Account,2034-01-17,INR,Bengaluru,No
TXN906027,USR30891,BookMyShow,Entertainment purchase,751.02,Entertainment,expense,Credit Card,Credit Card,2034-01-18,INR,Bengaluru,No
TXN906028,USR30891,Stationery Shop,Miscellaneous expense,526.32,Other,expense,Cash,Savings Account,2034-01-19,INR,Bengaluru,No
TXN906029,USR30891,GST Payment - Freelance,Advance tax / GST payment,1805.07,Tax,expense,Net Banking,Savings Account,2034-01-20,INR,Bengaluru,Yes
TXN906030,USR30891,Apollo Pharmacy,Pharmacy / clinic payment,1085.0,Healthcare,expense,UPI,Savings Account,2034-01-22,INR,Bengaluru,No
TXN906031,USR30891,Local Restaurant,Food order / dining,787.02,Food & Dining,expense,Credit Card,Credit Card,2034-01-30,INR,Bengaluru,No
TXN906032,USR30891,BookMyShow,Entertainment purchase,813.51,Entertainment,expense,UPI,Savings Account,2034-01-31,INR,Bengaluru,No
TXN907001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,112000,Salary,income,Net Banking,Savings Account,2034-02-01,INR,Bengaluru,Yes
TXN907002,USR30891,Namma Metro,Ride / fuel expense,1320.68,Transportation,expense,UPI,Savings Account,2034-02-01,INR,Bengaluru,No
TXN907003,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2034-02-02,INR,Bengaluru,Yes
TXN907004,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2034-02-02,INR,Bengaluru,Yes
TXN907005,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2034-02-03,INR,Bengaluru,Yes
TXN907006,USR30891,Phoenix Mall,Online/offline shopping purchase,2596.63,Shopping,expense,UPI,Savings Account,2034-02-03,INR,Bengaluru,No
TXN907007,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2034-02-04,INR,Bengaluru,Yes
TXN907008,USR30891,BESCOM Electricity,Electricity bill payment,1200.1,Utilities,expense,UPI,Savings Account,2034-02-05,INR,Bengaluru,Yes
TXN907009,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2034-02-06,INR,Bengaluru,Yes
TXN907010,USR30891,Udemy,Online course payment,952.16,Education,expense,Credit Card,Credit Card,2034-02-06,INR,Bengaluru,No
TXN907011,USR30891,BWSSB Water Bill,Water bill payment,434.86,Utilities,expense,Net Banking,Savings Account,2034-02-07,INR,Bengaluru,Yes
TXN907012,USR30891,Uber,Ride / fuel expense,1015.25,Transportation,expense,UPI,Savings Account,2034-02-07,INR,Bengaluru,No
TXN907013,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2034-02-08,INR,Bengaluru,Yes
TXN907014,USR30891,MakeMyTrip,Travel booking,3685.72,Travel,expense,Credit Card,Credit Card,2034-02-08,INR,Bengaluru,No
TXN907015,USR30891,Great Learning Course,Online course payment,1001.39,Education,expense,Credit Card,Credit Card,2034-02-09,INR,Bengaluru,No
TXN907016,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2034-02-10,INR,Bengaluru,Yes
TXN907017,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2034-02-12,INR,Bengaluru,Yes
TXN907018,USR30891,Ola Cabs,Ride / fuel expense,202.38,Transportation,expense,Credit Card,Credit Card,2034-02-13,INR,Bengaluru,No
TXN907019,USR30891,BookMyShow,Entertainment purchase,163.76,Entertainment,expense,UPI,Savings Account,2034-02-13,INR,Bengaluru,No
TXN907020,USR30891,Coursera Subscription,Online course payment,1996.71,Education,expense,Credit Card,Credit Card,2034-02-14,INR,Bengaluru,No
TXN907021,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2034-02-15,INR,Bengaluru,Yes
TXN907022,USR30891,Swiggy,Food order / dining,812.72,Food & Dining,expense,UPI,Savings Account,2034-02-15,INR,Bengaluru,No
TXN907023,USR30891,Zerodha - Dividend Payout,Investment payout received,2771.98,Investments,income,Net Banking,Savings Account,2034-02-18,INR,Bengaluru,No
TXN907024,USR30891,Amazon.in,Online/offline shopping purchase,2701.1,Shopping,expense,UPI,Savings Account,2034-02-18,INR,Bengaluru,No
TXN907025,USR30891,GST Payment - Freelance,Advance tax / GST payment,872.42,Tax,expense,Net Banking,Savings Account,2034-02-20,INR,Bengaluru,Yes
TXN907026,USR30891,Amazon.in,Online/offline shopping purchase,1465.05,Shopping,expense,Debit Card,Savings Account,2034-02-20,INR,Bengaluru,No
TXN907027,USR30891,Namma Metro,Ride / fuel expense,1376.82,Transportation,expense,Credit Card,Credit Card,2034-02-21,INR,Bengaluru,No
TXN907028,USR30891,Manipal Diagnostic Lab,Pharmacy / clinic payment,449.14,Healthcare,expense,Debit Card,Savings Account,2034-02-21,INR,Bengaluru,No
TXN907029,USR30891,Side Business Sales Revenue,Business sales revenue received,5260.99,Business,income,Net Banking,Savings Account,2034-02-23,INR,Bengaluru,No
TXN907030,USR30891,Local Restaurant,Food order / dining,280.51,Food & Dining,expense,Cash,Savings Account,2034-02-25,INR,Bengaluru,No
TXN907031,USR30891,Stationery Shop,Miscellaneous expense,742.32,Other,expense,Cash,Savings Account,2034-02-27,INR,Bengaluru,No
TXN908001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,112000,Salary,income,Net Banking,Savings Account,2034-03-01,INR,Bengaluru,Yes
TXN908002,USR30891,Local Kirana Store,Grocery purchase,1274.85,Groceries,expense,Cash,Savings Account,2034-03-01,INR,Bengaluru,No
TXN908003,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2034-03-02,INR,Bengaluru,Yes
TXN908004,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2034-03-02,INR,Bengaluru,Yes
TXN908005,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2034-03-03,INR,Bengaluru,Yes
TXN908006,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2034-03-04,INR,Bengaluru,Yes
TXN908007,USR30891,BESCOM Electricity,Electricity bill payment,1550.84,Utilities,expense,UPI,Savings Account,2034-03-05,INR,Bengaluru,Yes
TXN908008,USR30891,Flipkart,Online/offline shopping purchase,466.37,Shopping,expense,UPI,Savings Account,2034-03-05,INR,Bengaluru,No
TXN908009,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2034-03-06,INR,Bengaluru,Yes
TXN908010,USR30891,BWSSB Water Bill,Water bill payment,442.96,Utilities,expense,Net Banking,Savings Account,2034-03-07,INR,Bengaluru,Yes
TXN908011,USR30891,Tata 1mg,Pharmacy / clinic payment,278.67,Healthcare,expense,Cash,Savings Account,2034-03-07,INR,Bengaluru,No
TXN908012,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2034-03-08,INR,Bengaluru,Yes
TXN908013,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2034-03-10,INR,Bengaluru,Yes
TXN908014,USR30891,Side Business Sales Revenue,Business sales revenue received,6965.37,Business,income,Net Banking,Savings Account,2034-03-12,INR,Bengaluru,No
TXN908015,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2034-03-12,INR,Bengaluru,Yes
TXN908016,USR30891,Coursera Subscription,Online course payment,2215.88,Education,expense,Credit Card,Credit Card,2034-03-12,INR,Bengaluru,No
TXN908017,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2034-03-15,INR,Bengaluru,Yes
TXN908018,USR30891,IRCTC,Travel booking,4178.8,Travel,expense,Net Banking,Savings Account,2034-03-16,INR,Bengaluru,No
TXN908019,USR30891,BookMyShow,Entertainment purchase,488.99,Entertainment,expense,Credit Card,Credit Card,2034-03-18,INR,Bengaluru,No
TXN908020,USR30891,IndiGo Airlines,Travel booking,2050.35,Travel,expense,Net Banking,Savings Account,2034-03-19,INR,Bengaluru,No
TXN908021,USR30891,GST Payment - Freelance,Advance tax / GST payment,921.44,Tax,expense,Net Banking,Savings Account,2034-03-20,INR,Bengaluru,Yes
TXN908022,USR30891,Rapido,Ride / fuel expense,160.28,Transportation,expense,Cash,Savings Account,2034-03-20,INR,Bengaluru,No
TXN908023,USR30891,Local Restaurant,Food order / dining,293.6,Food & Dining,expense,Cash,Savings Account,2034-03-21,INR,Bengaluru,No
TXN908024,USR30891,BigBasket,Grocery purchase,2584.64,Groceries,expense,Cash,Savings Account,2034-03-21,INR,Bengaluru,No
TXN908025,USR30891,Flipkart,Online/offline shopping purchase,1522.26,Shopping,expense,UPI,Savings Account,2034-03-21,INR,Bengaluru,No
TXN908026,USR30891,Local Gaming Cafe,Entertainment purchase,410.37,Entertainment,expense,UPI,Savings Account,2034-03-24,INR,Bengaluru,No
TXN908027,USR30891,Local Restaurant,Food order / dining,570.94,Food & Dining,expense,Cash,Savings Account,2034-03-25,INR,Bengaluru,No
TXN908028,USR30891,IndiGo Airlines,Travel booking,1816.57,Travel,expense,Net Banking,Savings Account,2034-03-29,INR,Bengaluru,No
TXN908029,USR30891,Tata 1mg,Pharmacy / clinic payment,975.4,Healthcare,expense,Cash,Savings Account,2034-03-30,INR,Bengaluru,No
TXN908030,USR30891,Courier - Delhivery,Miscellaneous expense,145.38,Other,expense,Cash,Savings Account,2034-03-31,INR,Bengaluru,No
TXN909001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,112000,Salary,income,Net Banking,Savings Account,2034-04-01,INR,Bengaluru,Yes
TXN909002,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2034-04-02,INR,Bengaluru,Yes
TXN909003,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2034-04-02,INR,Bengaluru,Yes
TXN909004,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2034-04-03,INR,Bengaluru,Yes
TXN909005,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2034-04-04,INR,Bengaluru,Yes
TXN909006,USR30891,BESCOM Electricity,Electricity bill payment,1461.59,Utilities,expense,UPI,Savings Account,2034-04-05,INR,Bengaluru,Yes
TXN909007,USR30891,Manipal Diagnostic Lab,Pharmacy / clinic payment,524.9,Healthcare,expense,UPI,Savings Account,2034-04-05,INR,Bengaluru,No
TXN909008,USR30891,Rapido,Ride / fuel expense,478.86,Transportation,expense,Cash,Savings Account,2034-04-05,INR,Bengaluru,No
TXN909009,USR30891,Side Business Sales Revenue,Business sales revenue received,4640.56,Business,income,Net Banking,Savings Account,2034-04-06,INR,Bengaluru,No
TXN909010,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2034-04-06,INR,Bengaluru,Yes
TXN909011,USR30891,BWSSB Water Bill,Water bill payment,444.3,Utilities,expense,Net Banking,Savings Account,2034-04-07,INR,Bengaluru,Yes
TXN909012,USR30891,Local Gaming Cafe,Entertainment purchase,697.28,Entertainment,expense,UPI,Savings Account,2034-04-07,INR,Bengaluru,No
TXN909013,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2034-04-08,INR,Bengaluru,Yes
TXN909014,USR30891,Ola Cabs,Ride / fuel expense,277.53,Transportation,expense,UPI,Savings Account,2034-04-08,INR,Bengaluru,No
TXN909015,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2034-04-10,INR,Bengaluru,Yes
TXN909016,USR30891,Udemy,Online course payment,1590.05,Education,expense,Credit Card,Credit Card,2034-04-11,INR,Bengaluru,No
TXN909017,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2034-04-12,INR,Bengaluru,Yes
TXN909018,USR30891,Amazon.in,Online/offline shopping purchase,402.82,Shopping,expense,UPI,Savings Account,2034-04-14,INR,Bengaluru,No
TXN909019,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2034-04-15,INR,Bengaluru,Yes
TXN909020,USR30891,Courier - Delhivery,Miscellaneous expense,673.52,Other,expense,UPI,Savings Account,2034-04-17,INR,Bengaluru,No
TXN909021,USR30891,Local ATM Withdrawal,Miscellaneous expense,107.78,Other,expense,Cash,Savings Account,2034-04-17,INR,Bengaluru,No
TXN909022,USR30891,GST Payment - Freelance,Advance tax / GST payment,1407.15,Tax,expense,Net Banking,Savings Account,2034-04-20,INR,Bengaluru,Yes
TXN909023,USR30891,MakeMyTrip,Travel booking,3433.56,Travel,expense,Credit Card,Credit Card,2034-04-20,INR,Bengaluru,No
TXN909024,USR30891,More Supermarket,Grocery purchase,1390.3,Groceries,expense,UPI,Savings Account,2034-04-24,INR,Bengaluru,No
TXN909025,USR30891,Local Gaming Cafe,Entertainment purchase,265.99,Entertainment,expense,Credit Card,Credit Card,2034-04-25,INR,Bengaluru,No
TXN909026,USR30891,Amazon.in,Online/offline shopping purchase,2009.33,Shopping,expense,Credit Card,Credit Card,2034-04-25,INR,Bengaluru,No
TXN909027,USR30891,Rapido,Ride / fuel expense,604.14,Transportation,expense,Credit Card,Credit Card,2034-04-26,INR,Bengaluru,No
TXN909028,USR30891,Tata 1mg,Pharmacy / clinic payment,1174.86,Healthcare,expense,UPI,Savings Account,2034-04-26,INR,Bengaluru,No
TXN909029,USR30891,Manipal Diagnostic Lab,Pharmacy / clinic payment,1040.1,Healthcare,expense,UPI,Savings Account,2034-04-28,INR,Bengaluru,No
TXN909030,USR30891,Coin DCX Staking Reward,Crypto staking reward credited,1580.3,Crypto Staking Yield,income,UPI,Savings Account,2034-04-29,INR,Bengaluru,Yes
TXN909031,USR30891,Local ATM Withdrawal,Miscellaneous expense,680.81,Other,expense,Cash,Savings Account,2034-04-29,INR,Bengaluru,No
